Time(s),Cylinder 1,Cylinder 2,Cylinder 3,Cylinder 4,Water Outlet,Water Inlet,V1,V2,V3,V4,,
300,72.25,66,60,66,39.5,37.75,0,0,0,0,,
301,71.75,66.25,60,66.25,39.5,38,0,1,0,0,,
302,72,66.25,60.25,66.25,39.75,38,0,1,0,0,,
303,72,66.25,60,66.25,39.5,37.5,1,0,0,0,,
304,72.5,66,60.25,66,39.25,38,0,0,0,1,,
305,72.5,66.5,60.5,66.5,39,37.5,0,1,0,0,,
306,72,66.25,60,66.25,39.25,37.75,0,0,0,1,,
307,72.25,65.75,60,65.75,39,37.5,0,1,0,0,,
308,72.25,66,59.75,66,39.5,37.75,0,1,0,0,,
309,72,66,60,66,39.5,38,0,0,1,1,,
310,71.75,66.25,60,66.25,38.5,37.75,0,1,0,0,,
311,72.5,66,60,66,39.5,38,0,0,0,1,,
312,72.5,66,60,66,39.75,38,0,1,0,1,,
313,72.5,66.75,59.5,66.75,39.25,37.5,0,0,1,0,,
314,72.25,66,60,66,39.25,37.75,0,1,0,0,,
315,72,66.25,59.75,66.25,39,38,1,0,0,1,,
316,72.25,66.25,60,66.25,39,37.75,0,1,0,0,,
317,72,66.25,60,66.25,39,38,0,0,1,0,,
318,72.5,66.5,60,66.5,39.5,37.75,0,1,0,1,,
319,72.25,66.5,60,66.5,39.25,37.5,1,0,0,1,,
320,72.5,65.5,60,65.5,39.25,37.25,1,1,1,1,,
321,72.5,66.25,60.25,66.25,39.75,37.75,0,0,0,0,,
322,72.5,66.5,60.75,66.5,39.75,37.75,0,1,0,1,,
323,72.5,66.25,61,66.25,39.5,38.25,0,0,0,0,,
324,72.25,67.25,60.25,67.25,39.5,37.75,1,0,1,0,,
325,72.25,67.25,60.25,67.25,39.5,37.25,0,0,0,1,,
326,72.75,66.5,60.25,66.5,39.5,37.75,1,1,0,0,,
327,72.5,66.5,59.75,66.5,39.5,37.5,0,1,0,1,,
328,72.5,66.75,60.25,66.75,39.25,37.75,0,1,0,1,,
329,71.75,66.5,60.25,66.5,39.5,37.25,0,1,0,1,,
330,72.5,66,59.75,66,39.5,37.5,0,0,0,0,,
331,72.5,66.5,60,66.5,39.5,37.75,0,0,0,0,,
332,72.5,67,60.25,67,38.75,37.5,1,1,0,1,,
333,72.25,66.75,60.5,66.75,39.25,37.5,0,0,0,1,,
334,72.5,67.25,60.25,67.25,39.5,37.25,0,1,0,1,,
335,72,66.5,60.25,66.5,39.5,37.75,0,1,0,1,,
336,72.5,66.5,59.75,66.5,39,37.5,1,0,1,1,,
337,72,66.5,60,66.5,38.5,37.5,0,0,0,1,,
338,72.5,66.75,59.75,66.75,39,37.25,0,0,0,0,,
339,72.25,66.75,59.75,66.75,39.25,37.5,0,0,1,0,,
340,72.25,66.25,60,66.25,39.5,37.75,0,1,0,1,,
341,72,66.75,59.75,66.75,39.25,37,0,0,1,1,,
342,72.25,66.5,60,66.5,39.25,36.75,0,0,0,0,,
343,72.75,66.5,59.5,66.5,38.75,37.25,1,0,0,0,,
344,72.5,66.5,59.75,66.5,39,37.25,1,0,0,1,,
345,72.5,66.75,60.25,66.75,39.25,37.5,0,0,0,0,,
346,72.5,66.75,60,66.75,39,36.75,1,0,1,0,,
347,72.75,66.5,59.75,66.5,39,37.5,0,1,0,1,,
348,72.75,67,60.25,67,39.5,37.5,1,0,1,1,,
349,72.5,66.75,60.25,66.75,39,37.25,0,0,0,0,,
350,72.5,65.75,60,65.75,39.25,37.5,0,0,0,0,,
351,72.5,66.25,59.25,66.25,39,37.25,0,1,1,1,,
352,72.75,66.5,60.25,66.5,39.25,37.75,0,0,0,1,,
353,72.75,66.25,60.25,66.25,39,37,0,1,1,1,,
354,72.75,66.5,60,66.5,39.25,37.75,0,0,0,0,,
355,72.5,66.5,60,66.5,38.75,37,1,0,0,1,,
356,72.5,66.5,59.75,66.5,39,37.25,0,0,0,0,,
357,72.25,67,60,67,39,37.5,0,0,0,0,,
358,72.75,66.5,59,66.5,39,37,0,1,0,1,,
359,72.75,66.75,59.25,66.75,39,37.5,0,0,0,0,,
360,72.75,66.5,59.25,66.5,39.25,37.5,0,1,1,1,,
361,72.5,66.5,59.25,66.5,38.5,37.5,0,0,0,0,,
362,72.5,66.25,59.25,66.25,38.75,37.5,0,0,1,0,,
363,72.75,66.5,59.75,66.5,38.75,37.5,1,0,0,1,,
364,72.75,66.5,60,66.5,39,36.75,0,0,0,0,,
365,72.5,66.25,60.25,66.25,39,37.5,0,1,0,1,,
366,72.75,66.75,59.5,66.75,39,37.25,0,0,0,0,,
367,72,66.75,59.75,66.75,39,37.5,0,1,1,1,,
368,72.75,66.75,59.25,66.75,39.25,37.25,0,0,0,0,,
369,73,66.25,59.25,66.25,39.25,36.75,0,0,1,1,,
370,72.75,66.75,60,66.75,39,37.5,0,1,1,1,,
371,72.25,66.75,60.25,66.75,39,37,1,1,0,1,,
372,72.75,66.5,60,66.5,38.75,37.5,0,0,0,1,,
373,72.5,66.5,60.5,66.5,38.75,37.25,1,0,0,0,,
374,72.75,66.75,59.75,66.75,39,37.25,0,1,0,1,,
375,72.5,66.75,60.25,66.75,38.5,37.25,0,1,0,0,,
376,72.5,66.75,60,66.75,38.75,37.25,0,0,0,1,,
377,72.5,66.5,60.25,66.5,39,37,0,1,0,0,,
378,72.75,66.75,60.25,66.75,38.5,37.25,0,0,1,0,,
379,73.25,66.75,59.5,66.75,38.75,37.25,0,1,0,1,,
380,72.75,66.25,59.75,66.25,39.25,37.5,0,1,0,1,,
381,73,67,59.5,67,39,37.75,0,0,0,1,,
382,73,67,59,67,39,37.25,0,0,0,0,,
383,72.25,66.5,59.5,66.5,39.25,37.5,0,1,0,1,,
384,73,67.25,60,67.25,38.75,37.5,0,1,0,0,,
385,72.75,67,59.5,67,38.5,36.75,0,1,1,0,,
386,72.75,67.25,60.25,67.25,39,37.25,0,0,0,1,,
387,72.5,66.75,60.75,66.75,38.5,37,0,0,0,0,,
388,72.75,67,60,67,38.5,37.25,1,0,0,0,,
389,73,66.5,60.25,66.5,38.5,37.25,0,0,0,0,,
390,73,66.5,60,66.5,39,37.5,1,0,0,0,,
391,72.75,66.75,60.25,66.75,39,37.5,1,1,0,1,,
392,72.75,67.25,60,67.25,38.5,37.25,1,0,1,0,,
393,72.75,66.75,60,66.75,38.75,37.25,0,1,0,1,,
394,72.75,66.75,59.75,66.75,38,37,0,0,0,0,,
395,72.75,66.75,60.25,66.75,39,37.25,0,1,1,1,,
396,73,66.75,59.5,66.75,39,36.75,0,0,0,1,,
397,72.75,67,60.25,67,38,37,0,0,0,0,,
398,72.75,66.75,60,66.75,39,37,0,1,0,1,,
399,73.25,66.75,60,66.75,39,37,0,1,0,1,,
400,73.25,67,59.5,67,38.5,37,0,1,0,0,,
401,73,67,59.75,67,38.25,37.25,0,0,0,0,,
402,73,66.75,59.5,66.75,38.75,36.5,1,0,0,0,,
403,72.5,66.75,60,66.75,38.5,36.75,0,1,0,1,,
404,73,66.5,60.25,66.5,38.75,37.25,0,0,1,0,,
405,72.5,66.75,60,66.75,38.25,37.25,0,0,0,0,,
406,72.75,66.75,60,66.75,38.75,36.25,0,1,0,1,,
407,73,66.75,60.25,66.75,39,37,1,1,0,1,,
408,72.75,66.75,60.25,66.75,38.75,37,0,1,0,1,,
409,73,66.5,60,66.5,38.75,37.25,0,0,0,0,,
410,72.75,66.5,60,66.5,39,37,0,1,0,1,,
411,73,67.25,59.5,67.25,38.75,36.75,0,1,0,1,,
412,73,66.5,59.5,66.5,38.75,37.25,0,0,1,0,,
413,72.5,67.25,60.25,67.25,38.75,36.75,0,0,0,0,,
414,73.25,67,60,67,38.75,37.25,1,0,1,1,,
415,73,66.5,60.25,66.5,39,36.75,1,1,0,1,,
416,73,66,60.5,66,38.75,37,0,0,0,0,,
417,72.75,67,60,67,38.75,37.25,0,1,0,0,,
418,73,67,59.75,67,38.75,37,0,0,0,1,,
419,72.25,66.75,60.5,66.75,38.75,36.5,1,1,0,0,,
420,73,67.25,60.5,67.25,38.75,37.25,0,0,0,1,,
421,73,66.75,60.25,66.75,38.75,37,0,0,0,0,,
422,73,66.75,59.75,66.75,38.75,37,0,1,1,0,,
423,72.75,67,60,67,38.75,36.75,0,1,0,1,,
424,73,66.75,60,66.75,38.25,37,0,1,1,0,,
425,73,66.5,59.75,66.5,38.5,37.25,0,0,0,0,,
426,73,66.5,60,66.5,38.75,37,0,1,0,0,,
427,72.5,66.5,59.75,66.5,38.75,37,0,0,1,0,,
428,73,67.25,60.25,67.25,38.5,36.75,0,1,1,1,,
429,73,67,60,67,39,37,1,1,0,1,,
430,73,66.5,59.5,66.5,38.75,36.75,0,1,1,0,,
431,73.25,66.75,59.75,66.75,39,37,0,1,0,1,,
432,73,67,59.75,67,39,37.25,1,1,0,1,,
433,73,66.25,59.5,66.25,38.75,37,0,0,0,0,,
434,73,66.25,60,66.25,38.75,36.5,0,0,0,0,,
435,73,67,59.75,67,38.5,37,0,0,1,0,,
436,73,66.25,60,66.25,38.5,37,0,0,0,0,,
437,73,66.75,59.75,66.75,39,37,1,0,1,0,,
438,73,67,59.25,67,38.5,36.5,0,0,1,0,,
439,73,67,59.75,67,38.75,37,1,1,0,0,,
440,72.5,67,60,67,38.75,37.25,0,0,0,1,,
441,73.25,66.25,59.75,66.25,38.5,37,0,0,0,0,,
442,73,66.25,59.25,66.25,38.25,37,0,1,0,1,,
443,72.75,66.75,59.5,66.75,38.75,37,0,1,0,1,,
444,73,66.5,59.5,66.5,38.75,37,0,1,1,0,,
445,72.5,66.75,59.75,66.75,38.75,36.5,0,0,0,0,,
446,73,67,59,67,38.75,36.75,1,0,1,0,,
447,72.75,66,59.75,66,38.5,37.25,0,0,0,1,,
448,72.75,67,59.25,67,38.25,36.5,0,0,0,0,,
449,72.75,66.75,59.5,66.75,39,37,0,1,1,1,,
450,73,66.5,59.75,66.5,39,36.75,0,1,0,1,,
451,72.75,66.5,60,66.5,38.25,36.75,0,0,1,0,,
452,72.75,66.75,59.75,66.75,38.5,36.75,0,0,0,0,,
453,72.5,66.75,59.5,66.75,38.75,37,0,0,1,0,,
454,72.75,67,59.5,67,38.5,36.75,0,1,0,1,,
455,73,66.5,59.5,66.5,38.5,37,0,1,0,0,,
456,72.75,66.75,59.75,66.75,38.75,36.75,0,1,0,0,,
457,72.5,67,60.25,67,38.5,36.25,1,1,0,1,,
458,72.25,67,60,67,38.25,36.75,0,1,1,0,,
459,72.75,66.25,59.75,66.25,38.75,36.75,0,0,0,0,,
460,72.75,66.5,60,66.5,38.75,36.75,0,0,1,0,,
461,72.5,67,60.25,67,38.5,36.75,0,0,1,1,,
462,73,67.25,60.25,67.25,38.75,36.75,0,1,0,1,,
463,73,66.75,60,66.75,38.75,36.75,0,1,0,0,,
464,73,66.75,59.5,66.75,38.5,37.25,0,0,1,0,,
465,73.25,66.5,60,66.5,38.5,36.75,0,0,0,1,,
466,73,66.75,59.5,66.75,38.75,36.5,0,0,0,0,,
467,73,66.5,59.75,66.5,38.75,36.75,0,0,1,0,,
468,72.75,66.75,58.75,66.75,38.75,37,0,0,0,1,,
469,72.75,66.25,59.75,66.25,38.75,36.75,0,0,0,0,,
470,72.75,66.25,59.75,66.25,38.75,36.5,0,0,0,0,,
471,72.5,66.75,59.75,66.75,38.75,36.5,0,1,0,1,,
472,73,66.25,59.75,66.25,38.25,36.75,0,0,0,1,,
473,73,66.75,59.5,66.75,38.25,36.5,1,0,0,0,,
474,72.75,66.25,60.25,66.25,38.75,36.5,0,1,1,0,,
475,73,66.75,59.25,66.75,38.75,36.25,0,1,0,1,,
476,72.75,66.5,59.5,66.5,38.5,36.75,0,0,0,0,,
477,72.75,66.75,60.25,66.75,38.25,36.75,0,0,0,1,,
478,72.75,66.5,59.5,66.5,38.75,37,0,0,0,0,,
479,72.75,67,59.75,67,38.75,36.5,0,0,0,1,,
480,73,66.25,59.75,66.25,38.75,36.5,0,0,0,0,,
481,73,66.25,59.25,66.25,38.75,36.25,0,0,1,0,,
482,73,66.5,59.75,66.5,38.5,36.75,0,1,0,1,,
483,72.75,66.75,59.5,66.75,38.5,37,0,0,0,1,,
484,73,66.5,59.5,66.5,38.5,36.75,0,0,0,0,,
485,72.75,66.5,59.5,66.5,38.5,37,0,0,0,0,,
486,72.25,66.5,59.75,66.5,38.75,36.25,0,1,1,1,,
487,72.75,66.5,59.75,66.5,38.5,36.75,0,0,0,0,,
488,72.75,65.75,59.5,65.75,38.25,36.5,0,0,1,0,,
489,72.75,66.5,59.25,66.5,38.5,36.5,0,1,0,1,,
490,72.75,66.75,59.75,66.75,38.5,37,0,1,0,0,,
491,72.75,66.75,59.75,66.75,38.75,37.25,1,1,0,0,,
492,72.75,66,59,66,38.25,36.5,0,0,0,0,,
493,73,66.75,59,66.75,38.5,37,0,0,0,1,,
494,73,66.5,59.5,66.5,38.25,37,0,1,1,1,,
495,73,66.25,60,66.25,38.25,37.25,1,0,0,0,,
496,73,66.75,59.25,66.75,38.75,36.5,0,0,1,0,,
497,73,66.25,59.75,66.25,39,36.5,0,1,0,1,,
498,72.75,66.25,59.75,66.25,38.75,37,0,0,0,1,,
499,73,66.5,59.75,66.5,38.5,36.75,0,1,0,0,,
500,73,66.5,59,66.5,38.5,36.75,0,1,0,0,,
501,73,66.5,59.75,66.5,38.5,37,0,1,0,1,,
502,72,66.5,59,66.5,38.25,37,0,1,0,0,,
503,72.5,66.25,59.75,66.25,38.75,37.25,0,0,1,0,,
504,72.75,66.5,59.75,66.5,38.5,36.75,0,1,0,1,,
505,72.25,66.75,59.5,66.75,38,37,0,0,0,0,,
506,73,66.25,59.5,66.25,38.75,36.5,0,1,0,1,,
507,72.5,66,59,66,38.75,36.75,0,1,0,0,,
508,73,66,59.25,66,38.75,36.75,0,0,1,0,,
509,72.75,66.5,59.5,66.5,38.75,37,1,1,0,1,,
510,72.5,66.5,59.75,66.5,38.5,36.5,1,0,0,0,,
511,72.75,66.5,59,66.5,38,36.5,0,0,0,1,,
512,72.5,66.5,59.5,66.5,38.75,37,0,0,0,0,,
513,72.75,66.5,59,66.5,38.75,36.75,0,1,0,1,,
514,72.75,66.5,59,66.5,38.5,37,0,0,0,0,,
515,72.75,66.25,59.75,66.25,38.5,36.5,0,1,0,1,,
516,72.25,66.5,59.5,66.5,38.75,37,0,0,0,1,,
517,72.75,66.25,59.5,66.25,38.75,37,0,1,0,0,,
518,72.75,66,59.5,66,38.5,36.5,0,0,0,0,,
519,72.75,66,59.25,66,38.5,37,0,0,1,0,,
520,72.5,67,59.5,67,39,37,0,1,0,1,,
521,72.25,66.25,59,66.25,38.5,37,0,0,0,0,,
522,72.5,66.25,59.25,66.25,38.75,36.75,0,1,1,0,,
523,73,66.75,59.5,66.75,38.75,36.5,1,1,0,1,,
524,72.75,66.25,60,66.25,38.75,37,0,1,0,1,,
525,72.25,66.75,59.5,66.75,38.5,36.5,0,0,0,0,,
526,73,66.5,59,66.5,38.5,36.5,0,1,0,1,,
527,72.5,66,59.25,66,38.5,37,1,0,0,1,,
528,72.5,67,58.75,67,37.5,36.75,0,0,0,0,,
529,72.75,66.5,59.25,66.5,38.5,37,0,0,0,1,,
530,72.75,66.5,59,66.5,38.5,37,0,0,0,0,,
531,72.25,66.5,58.75,66.5,38.5,36.75,0,0,0,0,,
532,72,66.5,59,66.5,38.75,36.25,1,1,0,1,,
533,72.25,66.75,59.25,66.75,38.5,37,0,1,0,1,,
534,72.75,66.5,59.25,66.5,38.75,36.75,0,0,0,0,,
535,72.5,66.5,58.75,66.5,38.75,37,0,0,0,0,,
536,72.5,66.5,59,66.5,38.5,36.75,1,0,0,1,,
537,72.75,66.75,58.5,66.75,38.75,36.5,0,0,0,0,,
538,72.75,66.75,59,66.75,38.75,37,0,1,0,1,,
539,72.5,66.5,59.25,66.5,38.75,37,0,0,0,0,,
540,72.75,66.5,59.25,66.5,38.5,36.75,0,1,0,1,,
541,72.75,66.75,59.25,66.75,38.5,37.25,0,1,0,0,,
542,72.75,66.5,58.5,66.5,38.25,36.75,0,0,1,0,,
543,72.5,66.25,58.75,66.25,38,37,0,0,0,1,,
544,72.75,66.5,59,66.5,38.5,37.25,0,0,1,0,,
545,72.25,66.75,59.25,66.75,38.5,37.25,0,1,0,1,,
546,72,66.5,59.5,66.5,38.25,36.75,0,1,0,1,,
547,72.75,66.5,59,66.5,39,36.75,0,0,0,1,,
548,72.75,66.75,59.5,66.75,39,37,0,0,0,0,,
549,72.75,66.75,59.5,66.75,38.75,36.75,0,0,0,0,,
550,72.5,66.75,59.25,66.75,38.25,37,0,1,0,1,,
551,72.5,66.5,59.25,66.5,38.75,37.25,0,1,0,1,,
552,72.25,66.5,59.5,66.5,38.75,37,0,1,0,0,,
553,72.75,66.75,58.75,66.75,38.75,37.25,1,0,0,0,,
554,72.75,67,59,67,38.75,37,0,1,1,1,,
555,72.75,66.5,59,66.5,38.5,36.75,1,1,1,0,,
556,72.25,66.5,58.75,66.5,38.25,36.75,0,1,0,1,,
557,72.75,66.5,59.25,66.5,38.75,37.25,0,1,0,1,,
558,72.25,66.75,59.25,66.75,38.75,37,0,0,0,1,,
559,72.25,66.75,59,66.75,38.75,36.75,1,0,0,0,,
560,72.25,66.75,58.75,66.75,38.75,37,0,0,0,1,,
561,72.75,66.25,59,66.25,38.5,37,0,0,0,0,,
562,72.5,66.5,59,66.5,38.75,36.75,0,1,0,1,,
563,72.5,66.5,59,66.5,39,36.5,0,1,0,1,,
564,73,66.75,59.25,66.75,38.25,37,0,0,1,0,,
565,72.75,66.75,58.5,66.75,38.5,37,0,0,0,0,,
566,72.75,66.75,58.75,66.75,39.25,37,0,0,0,0,,
567,72.5,66.75,58.75,66.75,39,37.25,0,1,0,1,,
568,72.75,66.75,59.5,66.75,38.75,37,0,1,1,1,,
569,72.5,66.5,59.25,66.5,38.5,37.25,0,0,0,1,,
570,72.75,66.75,59.25,66.75,39,37.5,0,0,0,0,,
571,72.75,66.5,59,66.5,38.75,37.25,0,1,0,1,,
572,72.25,66.75,59,66.75,38.5,37,0,0,0,1,,
573,72.75,66.5,59,66.5,38.75,37.25,0,0,0,1,,
574,73,66.75,58.75,66.75,39,37.25,0,1,0,0,,
575,72.75,66.5,59,66.5,39,37.25,0,1,0,1,,
576,72.75,67.25,59.25,67.25,38.75,37.5,0,0,0,0,,
577,73,66.75,59.25,66.75,38.75,37.25,0,1,0,1,,
578,73,67,58.75,67,38.75,37.25,0,0,0,0,,
579,73,67,59,67,39,37.25,1,0,0,1,,
580,73,67,58.5,67,38.75,37,1,0,0,0,,
581,72.75,66.75,59,66.75,38.75,37.25,0,0,0,0,,
582,72.5,66.75,59.25,66.75,38.75,37.25,0,0,0,0,,
583,72.75,67,59,67,39,37.5,0,0,0,0,,
584,72.75,66.75,59,66.75,38.75,37.25,0,0,0,0,,
585,72.75,66.75,59,66.75,37.75,37.25,0,1,0,1,,
586,72.25,66.75,58.75,66.75,38,37.25,0,0,0,0,,
587,72.25,66.5,58.25,66.5,39,37.5,0,1,0,1,,
588,72.75,67.25,59,67.25,38.5,37.25,0,0,0,0,,
589,72.5,66.75,58.25,66.75,38.25,37.25,0,0,1,0,,
590,72.75,66.75,59,66.75,38.75,37.5,0,0,0,0,,
591,72.75,66.5,58.5,66.5,38.75,37,0,1,0,0,,
592,72.75,66.75,58.75,66.75,38.25,37,0,1,0,0,,
593,72.5,67,59,67,38.5,37.25,0,0,0,0,,
594,72.5,67.25,58.5,67.25,38.75,37,0,1,0,1,,
595,72.75,66.5,59,66.5,38.25,37.5,0,0,1,0,,
596,72.75,67,58.5,67,38.5,37.25,0,1,0,1,,
597,72.25,67.25,59,67.25,38.25,37.25,0,1,1,1,,
598,71.75,67,58.75,67,38.25,37.25,0,1,1,1,,
599,71.75,66.75,58.5,66.75,37.75,37,1,0,1,0,,
